institution,institution_order,institution_display,institution_code,consortium_ring_1,consortium_ring_2,consortium_ring_3,consortium_ring_4,consortium_ring_5,skill_code,base_skill_code,skill_name,skill_family,skill_theme,skill_type,environment,environment_code,tidal_regime,tidal_code,timescale,timescale_code,spatial_scale,spatial_code,data_modality,method_stage,family_order,skill_order,environment_order,tide_order,timescale_order,spatial_order,ring_1,ring_2,ring_3,ring_4,ring_5,ring_6,node_value,spatial_letter,family_letter,skill_letter,environment_letter,skill_name_short,short_code,short_code_label,legend_skill,legend_environment,legend_spatial,legend_family,skill_family_display,skill_name_display,environment_display,outer_code_display
FIHAC,1,FIHAC,A,FIHAC,subregion,Decision support,estuary / lagoon,EPBE,DST1.EL.MA.DE.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,estuary / lagoon,EL,macro,MA,decadal,DE,subregion,SU,maps / indices / screening layers,application,5,1,5,3,4,2,Decision support,Impact mapping and decision-support,estuary / lagoon,macro,decadal,subregion,1,E,P,B,E,B,APEE,EPBE,"B = Hazard mapping, screening and decision-support co-design",E = estuary / lagoon,E = subregional,P = Decision support,P,B,E,EPBE
FIHAC,1,FIHAC,A,FIHAC,regional,Decision support,estuary / lagoon,RPBE,DST1.EL.MA.DE.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,estuary / lagoon,EL,macro,MA,decadal,DE,regional,RG,maps / indices / screening layers,application,5,1,5,3,4,3,Decision support,Impact mapping and decision-support,estuary / lagoon,macro,decadal,regional,1,R,P,B,E,B,APER,RPBE,"B = Hazard mapping, screening and decision-support co-design",E = estuary / lagoon,R = regional,P = Decision support,P,B,E,RPBE
FIHAC,1,FIHAC,A,FIHAC,subregion,Decision support,deltaic shoreline,EPBD,DST1.DE.MI.EV.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,deltaic shoreline,DE,micro,MI,event,EV,subregion,SU,maps / indices / screening layers,application,5,1,6,1,1,2,Decision support,Impact mapping and decision-support,deltaic shoreline,micro,event,subregion,1,E,P,B,D,B,APDE,EPBD,"B = Hazard mapping, screening and decision-support co-design",D = deltaic shoreline,E = subregional,P = Decision support,P,B,D,EPBD
FIHAC,1,FIHAC,A,FIHAC,regional,Decision support,deltaic shoreline,RPBD,DST1.DE.MI.EV.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,deltaic shoreline,DE,micro,MI,event,EV,regional,RG,maps / indices / screening layers,application,5,1,6,1,1,3,Decision support,Impact mapping and decision-support,deltaic shoreline,micro,event,regional,1,R,P,B,D,B,APDR,RPBD,"B = Hazard mapping, screening and decision-support co-design",D = deltaic shoreline,R = regional,P = Decision support,P,B,D,RPBD
FIHAC,1,FIHAC,A,FIHAC,subregion,Decision support,deltaic shoreline,EPBD,DST1.DE.MI.DE.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,deltaic shoreline,DE,micro,MI,decadal,DE,subregion,SU,maps / indices / screening layers,application,5,1,6,1,4,2,Decision support,Impact mapping and decision-support,deltaic shoreline,micro,decadal,subregion,1,E,P,B,D,B,APDE,EPBD,"B = Hazard mapping, screening and decision-support co-design",D = deltaic shoreline,E = subregional,P = Decision support,P,B,D,EPBD
FIHAC,1,FIHAC,A,FIHAC,regional,Decision support,deltaic shoreline,RPBD,DST1.DE.MI.DE.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,deltaic shoreline,DE,micro,MI,decadal,DE,regional,RG,maps / indices / screening layers,application,5,1,6,1,4,3,Decision support,Impact mapping and decision-support,deltaic shoreline,micro,decadal,regional,1,R,P,B,D,B,APDR,RPBD,"B = Hazard mapping, screening and decision-support co-design",D = deltaic shoreline,R = regional,P = Decision support,P,B,D,RPBD
FIHAC,1,FIHAC,A,FIHAC,subregion,Decision support,deltaic shoreline,EPBD,DST1.DE.ME.EV.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,deltaic shoreline,DE,meso,ME,event,EV,subregion,SU,maps / indices / screening layers,application,5,1,6,2,1,2,Decision support,Impact mapping and decision-support,deltaic shoreline,meso,event,subregion,1,E,P,B,D,B,APDE,EPBD,"B = Hazard mapping, screening and decision-support co-design",D = deltaic shoreline,E = subregional,P = Decision support,P,B,D,EPBD
FIHAC,1,FIHAC,A,FIHAC,regional,Decision support,deltaic shoreline,RPBD,DST1.DE.ME.EV.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,deltaic shoreline,DE,meso,ME,event,EV,regional,RG,maps / indices / screening layers,application,5,1,6,2,1,3,Decision support,Impact mapping and decision-support,deltaic shoreline,meso,event,regional,1,R,P,B,D,B,APDR,RPBD,"B = Hazard mapping, screening and decision-support co-design",D = deltaic shoreline,R = regional,P = Decision support,P,B,D,RPBD
FIHAC,1,FIHAC,A,FIHAC,subregion,Decision support,deltaic shoreline,EPBD,DST1.DE.ME.DE.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,deltaic shoreline,DE,meso,ME,decadal,DE,subregion,SU,maps / indices / screening layers,application,5,1,6,2,4,2,Decision support,Impact mapping and decision-support,deltaic shoreline,meso,decadal,subregion,1,E,P,B,D,B,APDE,EPBD,"B = Hazard mapping, screening and decision-support co-design",D = deltaic shoreline,E = subregional,P = Decision support,P,B,D,EPBD
FIHAC,1,FIHAC,A,FIHAC,regional,Decision support,deltaic shoreline,RPBD,DST1.DE.ME.DE.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,deltaic shoreline,DE,meso,ME,decadal,DE,regional,RG,maps / indices / screening layers,application,5,1,6,2,4,3,Decision support,Impact mapping and decision-support,deltaic shoreline,meso,decadal,regional,1,R,P,B,D,B,APDR,RPBD,"B = Hazard mapping, screening and decision-support co-design",D = deltaic shoreline,R = regional,P = Decision support,P,B,D,RPBD
FIHAC,1,FIHAC,A,FIHAC,subregion,Decision support,deltaic shoreline,EPBD,DST1.DE.MA.EV.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,deltaic shoreline,DE,macro,MA,event,EV,subregion,SU,maps / indices / screening layers,application,5,1,6,3,1,2,Decision support,Impact mapping and decision-support,deltaic shoreline,macro,event,subregion,1,E,P,B,D,B,APDE,EPBD,"B = Hazard mapping, screening and decision-support co-design",D = deltaic shoreline,E = subregional,P = Decision support,P,B,D,EPBD
FIHAC,1,FIHAC,A,FIHAC,regional,Decision support,deltaic shoreline,RPBD,DST1.DE.MA.EV.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,deltaic shoreline,DE,macro,MA,event,EV,regional,RG,maps / indices / screening layers,application,5,1,6,3,1,3,Decision support,Impact mapping and decision-support,deltaic shoreline,macro,event,regional,1,R,P,B,D,B,APDR,RPBD,"B = Hazard mapping, screening and decision-support co-design",D = deltaic shoreline,R = regional,P = Decision support,P,B,D,RPBD
FIHAC,1,FIHAC,A,FIHAC,subregion,Decision support,deltaic shoreline,EPBD,DST1.DE.MA.DE.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,deltaic shoreline,DE,macro,MA,decadal,DE,subregion,SU,maps / indices / screening layers,application,5,1,6,3,4,2,Decision support,Impact mapping and decision-support,deltaic shoreline,macro,decadal,subregion,1,E,P,B,D,B,APDE,EPBD,"B = Hazard mapping, screening and decision-support co-design",D = deltaic shoreline,E = subregional,P = Decision support,P,B,D,EPBD
FIHAC,1,FIHAC,A,FIHAC,regional,Decision support,deltaic shoreline,RPBD,DST1.DE.MA.DE.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,deltaic shoreline,DE,macro,MA,decadal,DE,regional,RG,maps / indices / screening layers,application,5,1,6,3,4,3,Decision support,Impact mapping and decision-support,deltaic shoreline,macro,decadal,regional,1,R,P,B,D,B,APDR,RPBD,"B = Hazard mapping, screening and decision-support co-design",D = deltaic shoreline,R = regional,P = Decision support,P,B,D,RPBD
FIHAC,1,FIHAC,A,FIHAC,subregion,Decision support,cliffs,EPBC,DST1.CL.MI.EV.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,micro,MI,event,EV,subregion,SU,maps / indices / screening layers,application,5,1,8,1,1,2,Decision support,Impact mapping and decision-support,cliffs,micro,event,subregion,1,E,P,B,C,B,APCE,EPBC,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,E = subregional,P = Decision support,P,B,C,EPBC
FIHAC,1,FIHAC,A,FIHAC,regional,Decision support,cliffs,RPBC,DST1.CL.MI.EV.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,micro,MI,event,EV,regional,RG,maps / indices / screening layers,application,5,1,8,1,1,3,Decision support,Impact mapping and decision-support,cliffs,micro,event,regional,1,R,P,B,C,B,APCR,RPBC,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,R = regional,P = Decision support,P,B,C,RPBC
FIHAC,1,FIHAC,A,FIHAC,subregion,Decision support,cliffs,EPBC,DST1.CL.MI.DE.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,micro,MI,decadal,DE,subregion,SU,maps / indices / screening layers,application,5,1,8,1,4,2,Decision support,Impact mapping and decision-support,cliffs,micro,decadal,subregion,1,E,P,B,C,B,APCE,EPBC,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,E = subregional,P = Decision support,P,B,C,EPBC
FIHAC,1,FIHAC,A,FIHAC,regional,Decision support,cliffs,RPBC,DST1.CL.MI.DE.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,micro,MI,decadal,DE,regional,RG,maps / indices / screening layers,application,5,1,8,1,4,3,Decision support,Impact mapping and decision-support,cliffs,micro,decadal,regional,1,R,P,B,C,B,APCR,RPBC,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,R = regional,P = Decision support,P,B,C,RPBC
FIHAC,1,FIHAC,A,FIHAC,subregion,Decision support,cliffs,EPBC,DST1.CL.ME.EV.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,meso,ME,event,EV,subregion,SU,maps / indices / screening layers,application,5,1,8,2,1,2,Decision support,Impact mapping and decision-support,cliffs,meso,event,subregion,1,E,P,B,C,B,APCE,EPBC,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,E = subregional,P = Decision support,P,B,C,EPBC
FIHAC,1,FIHAC,A,FIHAC,regional,Decision support,cliffs,RPBC,DST1.CL.ME.EV.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,meso,ME,event,EV,regional,RG,maps / indices / screening layers,application,5,1,8,2,1,3,Decision support,Impact mapping and decision-support,cliffs,meso,event,regional,1,R,P,B,C,B,APCR,RPBC,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,R = regional,P = Decision support,P,B,C,RPBC
FIHAC,1,FIHAC,A,FIHAC,subregion,Decision support,cliffs,EPBC,DST1.CL.ME.DE.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,meso,ME,decadal,DE,subregion,SU,maps / indices / screening layers,application,5,1,8,2,4,2,Decision support,Impact mapping and decision-support,cliffs,meso,decadal,subregion,1,E,P,B,C,B,APCE,EPBC,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,E = subregional,P = Decision support,P,B,C,EPBC
FIHAC,1,FIHAC,A,FIHAC,regional,Decision support,cliffs,RPBC,DST1.CL.ME.DE.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,meso,ME,decadal,DE,regional,RG,maps / indices / screening layers,application,5,1,8,2,4,3,Decision support,Impact mapping and decision-support,cliffs,meso,decadal,regional,1,R,P,B,C,B,APCR,RPBC,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,R = regional,P = Decision support,P,B,C,RPBC
FIHAC,1,FIHAC,A,FIHAC,subregion,Decision support,cliffs,EPBC,DST1.CL.MA.EV.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,macro,MA,event,EV,subregion,SU,maps / indices / screening layers,application,5,1,8,3,1,2,Decision support,Impact mapping and decision-support,cliffs,macro,event,subregion,1,E,P,B,C,B,APCE,EPBC,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,E = subregional,P = Decision support,P,B,C,EPBC
FIHAC,1,FIHAC,A,FIHAC,regional,Decision support,cliffs,RPBC,DST1.CL.MA.EV.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,macro,MA,event,EV,regional,RG,maps / indices / screening layers,application,5,1,8,3,1,3,Decision support,Impact mapping and decision-support,cliffs,macro,event,regional,1,R,P,B,C,B,APCR,RPBC,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,R = regional,P = Decision support,P,B,C,RPBC
FIHAC,1,FIHAC,A,FIHAC,subregion,Decision support,cliffs,EPBC,DST1.CL.MA.DE.SU,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,macro,MA,decadal,DE,subregion,SU,maps / indices / screening layers,application,5,1,8,3,4,2,Decision support,Impact mapping and decision-support,cliffs,macro,decadal,subregion,1,E,P,B,C,B,APCE,EPBC,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,E = subregional,P = Decision support,P,B,C,EPBC
FIHAC,1,FIHAC,A,FIHAC,regional,Decision support,cliffs,RPBC,DST1.CL.MA.DE.RG,DST1,Impact mapping and decision-support,Decision support,Screening & uptake,interface,cliffs,CL,macro,MA,decadal,DE,regional,RG,maps / indices / screening layers,application,5,1,8,3,4,3,Decision support,Impact mapping and decision-support,cliffs,macro,decadal,regional,1,R,P,B,C,B,APCR,RPBC,"B = Hazard mapping, screening and decision-support co-design",C = cliffs,R = regional,P = Decision support,P,B,C,RPBC
ENPC,2,ENPC,B,ENPC,subregion,Observations,sandy beach,EOES,OBS1.SB.MI.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,micro,MI,interannual,IA,subregion,SU,satellite imagery,observation,1,1,1,1,3,2,Observations,Satellite-derived shoreline extraction,sandy beach,micro,interannual,subregion,1,E,O,E,S,E,BOSE,EOES,E = Satellite-derived shoreline extraction,S = sandy beach,E = subregional,O = Observations,O,E,S,EOES
ENPC,2,ENPC,B,ENPC,regional,Observations,sandy beach,ROES,OBS1.SB.MI.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,micro,MI,interannual,IA,regional,RG,satellite imagery,observation,1,1,1,1,3,3,Observations,Satellite-derived shoreline extraction,sandy beach,micro,interannual,regional,1,R,O,E,S,E,BOSR,ROES,E = Satellite-derived shoreline extraction,S = sandy beach,R = regional,O = Observations,O,E,S,ROES
ENPC,2,ENPC,B,ENPC,subregion,Observations,sandy beach,EOES,OBS1.SB.MI.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,micro,MI,decadal,DE,subregion,SU,satellite imagery,observation,1,1,1,1,4,2,Observations,Satellite-derived shoreline extraction,sandy beach,micro,decadal,subregion,1,E,O,E,S,E,BOSE,EOES,E = Satellite-derived shoreline extraction,S = sandy beach,E = subregional,O = Observations,O,E,S,EOES
ENPC,2,ENPC,B,ENPC,regional,Observations,sandy beach,ROES,OBS1.SB.MI.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,micro,MI,decadal,DE,regional,RG,satellite imagery,observation,1,1,1,1,4,3,Observations,Satellite-derived shoreline extraction,sandy beach,micro,decadal,regional,1,R,O,E,S,E,BOSR,ROES,E = Satellite-derived shoreline extraction,S = sandy beach,R = regional,O = Observations,O,E,S,ROES
ENPC,2,ENPC,B,ENPC,subregion,Observations,sandy beach,EOES,OBS1.SB.ME.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,meso,ME,interannual,IA,subregion,SU,satellite imagery,observation,1,1,1,2,3,2,Observations,Satellite-derived shoreline extraction,sandy beach,meso,interannual,subregion,1,E,O,E,S,E,BOSE,EOES,E = Satellite-derived shoreline extraction,S = sandy beach,E = subregional,O = Observations,O,E,S,EOES
ENPC,2,ENPC,B,ENPC,regional,Observations,sandy beach,ROES,OBS1.SB.ME.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,meso,ME,interannual,IA,regional,RG,satellite imagery,observation,1,1,1,2,3,3,Observations,Satellite-derived shoreline extraction,sandy beach,meso,interannual,regional,1,R,O,E,S,E,BOSR,ROES,E = Satellite-derived shoreline extraction,S = sandy beach,R = regional,O = Observations,O,E,S,ROES
ENPC,2,ENPC,B,ENPC,subregion,Observations,sandy beach,EOES,OBS1.SB.ME.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,meso,ME,decadal,DE,subregion,SU,satellite imagery,observation,1,1,1,2,4,2,Observations,Satellite-derived shoreline extraction,sandy beach,meso,decadal,subregion,1,E,O,E,S,E,BOSE,EOES,E = Satellite-derived shoreline extraction,S = sandy beach,E = subregional,O = Observations,O,E,S,EOES
ENPC,2,ENPC,B,ENPC,regional,Observations,sandy beach,ROES,OBS1.SB.ME.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,meso,ME,decadal,DE,regional,RG,satellite imagery,observation,1,1,1,2,4,3,Observations,Satellite-derived shoreline extraction,sandy beach,meso,decadal,regional,1,R,O,E,S,E,BOSR,ROES,E = Satellite-derived shoreline extraction,S = sandy beach,R = regional,O = Observations,O,E,S,ROES
ENPC,2,ENPC,B,ENPC,subregion,Observations,sandy beach,EOES,OBS1.SB.MA.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,macro,MA,interannual,IA,subregion,SU,satellite imagery,observation,1,1,1,3,3,2,Observations,Satellite-derived shoreline extraction,sandy beach,macro,interannual,subregion,1,E,O,E,S,E,BOSE,EOES,E = Satellite-derived shoreline extraction,S = sandy beach,E = subregional,O = Observations,O,E,S,EOES
ENPC,2,ENPC,B,ENPC,regional,Observations,sandy beach,ROES,OBS1.SB.MA.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,macro,MA,interannual,IA,regional,RG,satellite imagery,observation,1,1,1,3,3,3,Observations,Satellite-derived shoreline extraction,sandy beach,macro,interannual,regional,1,R,O,E,S,E,BOSR,ROES,E = Satellite-derived shoreline extraction,S = sandy beach,R = regional,O = Observations,O,E,S,ROES
ENPC,2,ENPC,B,ENPC,subregion,Observations,sandy beach,EOES,OBS1.SB.MA.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,macro,MA,decadal,DE,subregion,SU,satellite imagery,observation,1,1,1,3,4,2,Observations,Satellite-derived shoreline extraction,sandy beach,macro,decadal,subregion,1,E,O,E,S,E,BOSE,EOES,E = Satellite-derived shoreline extraction,S = sandy beach,E = subregional,O = Observations,O,E,S,EOES
ENPC,2,ENPC,B,ENPC,regional,Observations,sandy beach,ROES,OBS1.SB.MA.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,sandy beach,SB,macro,MA,decadal,DE,regional,RG,satellite imagery,observation,1,1,1,3,4,3,Observations,Satellite-derived shoreline extraction,sandy beach,macro,decadal,regional,1,R,O,E,S,E,BOSR,ROES,E = Satellite-derived shoreline extraction,S = sandy beach,R = regional,O = Observations,O,E,S,ROES
ENPC,2,ENPC,B,ENPC,subregion,Observations,barrier island,EOEB,OBS1.BI.MI.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,micro,MI,interannual,IA,subregion,SU,satellite imagery,observation,1,1,3,1,3,2,Observations,Satellite-derived shoreline extraction,barrier island,micro,interannual,subregion,1,E,O,E,B,E,BOBE,EOEB,E = Satellite-derived shoreline extraction,B = barrier island,E = subregional,O = Observations,O,E,B,EOEB
ENPC,2,ENPC,B,ENPC,regional,Observations,barrier island,ROEB,OBS1.BI.MI.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,micro,MI,interannual,IA,regional,RG,satellite imagery,observation,1,1,3,1,3,3,Observations,Satellite-derived shoreline extraction,barrier island,micro,interannual,regional,1,R,O,E,B,E,BOBR,ROEB,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B,ROEB
ENPC,2,ENPC,B,ENPC,subregion,Observations,barrier island,EOEB,OBS1.BI.MI.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,micro,MI,decadal,DE,subregion,SU,satellite imagery,observation,1,1,3,1,4,2,Observations,Satellite-derived shoreline extraction,barrier island,micro,decadal,subregion,1,E,O,E,B,E,BOBE,EOEB,E = Satellite-derived shoreline extraction,B = barrier island,E = subregional,O = Observations,O,E,B,EOEB
ENPC,2,ENPC,B,ENPC,regional,Observations,barrier island,ROEB,OBS1.BI.MI.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,micro,MI,decadal,DE,regional,RG,satellite imagery,observation,1,1,3,1,4,3,Observations,Satellite-derived shoreline extraction,barrier island,micro,decadal,regional,1,R,O,E,B,E,BOBR,ROEB,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B,ROEB
ENPC,2,ENPC,B,ENPC,subregion,Observations,barrier island,EOEB,OBS1.BI.ME.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,meso,ME,interannual,IA,subregion,SU,satellite imagery,observation,1,1,3,2,3,2,Observations,Satellite-derived shoreline extraction,barrier island,meso,interannual,subregion,1,E,O,E,B,E,BOBE,EOEB,E = Satellite-derived shoreline extraction,B = barrier island,E = subregional,O = Observations,O,E,B,EOEB
ENPC,2,ENPC,B,ENPC,regional,Observations,barrier island,ROEB,OBS1.BI.ME.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,meso,ME,interannual,IA,regional,RG,satellite imagery,observation,1,1,3,2,3,3,Observations,Satellite-derived shoreline extraction,barrier island,meso,interannual,regional,1,R,O,E,B,E,BOBR,ROEB,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B,ROEB
ENPC,2,ENPC,B,ENPC,subregion,Observations,barrier island,EOEB,OBS1.BI.ME.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,meso,ME,decadal,DE,subregion,SU,satellite imagery,observation,1,1,3,2,4,2,Observations,Satellite-derived shoreline extraction,barrier island,meso,decadal,subregion,1,E,O,E,B,E,BOBE,EOEB,E = Satellite-derived shoreline extraction,B = barrier island,E = subregional,O = Observations,O,E,B,EOEB
ENPC,2,ENPC,B,ENPC,regional,Observations,barrier island,ROEB,OBS1.BI.ME.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,meso,ME,decadal,DE,regional,RG,satellite imagery,observation,1,1,3,2,4,3,Observations,Satellite-derived shoreline extraction,barrier island,meso,decadal,regional,1,R,O,E,B,E,BOBR,ROEB,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B,ROEB
ENPC,2,ENPC,B,ENPC,subregion,Observations,barrier island,EOEB,OBS1.BI.MA.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,macro,MA,interannual,IA,subregion,SU,satellite imagery,observation,1,1,3,3,3,2,Observations,Satellite-derived shoreline extraction,barrier island,macro,interannual,subregion,1,E,O,E,B,E,BOBE,EOEB,E = Satellite-derived shoreline extraction,B = barrier island,E = subregional,O = Observations,O,E,B,EOEB
ENPC,2,ENPC,B,ENPC,regional,Observations,barrier island,ROEB,OBS1.BI.MA.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,macro,MA,interannual,IA,regional,RG,satellite imagery,observation,1,1,3,3,3,3,Observations,Satellite-derived shoreline extraction,barrier island,macro,interannual,regional,1,R,O,E,B,E,BOBR,ROEB,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B,ROEB
ENPC,2,ENPC,B,ENPC,subregion,Observations,barrier island,EOEB,OBS1.BI.MA.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,macro,MA,decadal,DE,subregion,SU,satellite imagery,observation,1,1,3,3,4,2,Observations,Satellite-derived shoreline extraction,barrier island,macro,decadal,subregion,1,E,O,E,B,E,BOBE,EOEB,E = Satellite-derived shoreline extraction,B = barrier island,E = subregional,O = Observations,O,E,B,EOEB
ENPC,2,ENPC,B,ENPC,regional,Observations,barrier island,ROEB,OBS1.BI.MA.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,barrier island,BI,macro,MA,decadal,DE,regional,RG,satellite imagery,observation,1,1,3,3,4,3,Observations,Satellite-derived shoreline extraction,barrier island,macro,decadal,regional,1,R,O,E,B,E,BOBR,ROEB,E = Satellite-derived shoreline extraction,B = barrier island,R = regional,O = Observations,O,E,B,ROEB
ENPC,2,ENPC,B,ENPC,subregion,Observations,estuary / lagoon,EOEE,OBS1.EL.MI.IA.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,micro,MI,interannual,IA,subregion,SU,satellite imagery,observation,1,1,5,1,3,2,Observations,Satellite-derived shoreline extraction,estuary / lagoon,micro,interannual,subregion,1,E,O,E,E,E,BOEE,EOEE,E = Satellite-derived shoreline extraction,E = estuary / lagoon,E = subregional,O = Observations,O,E,E,EOEE
ENPC,2,ENPC,B,ENPC,regional,Observations,estuary / lagoon,ROEE,OBS1.EL.MI.IA.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,micro,MI,interannual,IA,regional,RG,satellite imagery,observation,1,1,5,1,3,3,Observations,Satellite-derived shoreline extraction,estuary / lagoon,micro,interannual,regional,1,R,O,E,E,E,BOER,ROEE,E = Satellite-derived shoreline extraction,E = estuary / lagoon,R = regional,O = Observations,O,E,E,ROEE
ENPC,2,ENPC,B,ENPC,subregion,Observations,estuary / lagoon,EOEE,OBS1.EL.MI.DE.SU,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,micro,MI,decadal,DE,subregion,SU,satellite imagery,observation,1,1,5,1,4,2,Observations,Satellite-derived shoreline extraction,estuary / lagoon,micro,decadal,subregion,1,E,O,E,E,E,BOEE,EOEE,E = Satellite-derived shoreline extraction,E = estuary / lagoon,E = subregional,O = Observations,O,E,E,EOEE
ENPC,2,ENPC,B,ENPC,regional,Observations,estuary / lagoon,ROEE,OBS1.EL.MI.DE.RG,OBS1,Satellite-derived shoreline extraction,Observations,Shoreline monitoring,technical,estuary / lagoon,EL,micro,MI,decadal,DE,regional,RG,satellite imagery,observation,1,1,5,1,4,3,Observations,Satellite-derived shoreline extraction,estuary / lagoon,micro,decadal,regional,1,R,O,E,E,E,BOER,ROEE,E = Satellite-derived shoreline extraction,E = estuary / lagoon,R = regional,O = Observations,O,E,E,ROEE
